75 15 - (129.264, 187.949, 1290.671, 187.896, 0.1, 19.47187022405713) - 0.155603457195 0.00746354402062 0.00673042175674
75 20 - (128.51, 185.926, 1279.361, 181.447, 0.05, 30.491510104519076) - 0.164516922364 0.00908892539284 0.0101462401975
75 25 - (113.192, 151.765, 333.371, 35.058, 0.05, 20.130612505914034) - 0.165272614235 0.0143335949429 0.0127811390351
50 5 - (91.436, 103.138, 207.406, 17.767, 0.07, 4.724227601402606) - 0.0951675976227 0.00199029436474 0.00240965153032
50 10 - (81.765, 101.989, 207.026, 19.552, 0.05, 7.988319142392881) - 0.102204110894 0.00493495830722 0.00405554741511
50 15 - (79.022, 102.925, 222.576, 23.345, 0.1, 12.501060678902169) - 0.109072488776 0.00470086929731 0.00647113769514
50 20 - (62.929, 107.244, 167.939, 19.88, 0.07, 17.071182741655285) - 0.0908471386569 0.0126309823204 0.00724969156196
50 25 - (64.588, 102.114, 183.871, 23.249, 0.02, 21.151061943901432) - 0.116132038855 0.00885771694042 0.0116156104713
25 5 - (42.89, 51.912, 99.06, 8.865, 0.07, 5.27275962993062) - 0.0486479565145 0.00273019031232 0.00142013222758
25 10 - (31.831, 80.951, 1114.709, 175.166, 0.1, 17.338889177122727) - 0.0528169137774 0.00469632001104 0.0048047597557
25 15 - (24.034, 49.872, 110.492, 16.307, 0.07, 13.251554107071277) - 0.0513923291676 0.00479212618488 0.00845817863466
25 20 - (19.49, 51.235, 94.739, 17.863, 0.07, 19.34471800605498) - 0.0544723922305 0.0106497892201 0.011029495494
250 5 - (491.159, 512.022, 1009.125, 79.708, 0.0, 6.268984716311873) - 0.49378986341 0.00215055106644 0.00179852658536
250 10 - (484.832, 499.115, 518.315, 8.817, 0.15, 10.1630343946224) - 0.499102755237 0.00439917642247 0.00464778730064
250 15 - (476.755, 515.845, 1007.978, 85.429, 0.12, 16.873265385850022) - 0.500690763239 0.00681517842626 0.00754635052014
250 20 - (468.241, 512.324, 986.532, 80.587, 0.07, 23.49810123349195) - 0.484367185461 0.0115786269967 0.00798998389502
250 25 - (458.45, 516.105, 961.19, 78.958, 0.12, 25.760202881786636) - 0.479495455016 0.00949176687513 0.0113906020604
225 5 - (443.352, 462.251, 909.269, 74.583, 0.07, 6.561093840566681) - 0.44965530263 0.00278273716552 0.00272784095105
225 10 - (436.5, 463.377, 895.276, 71.404, 0.05, 9.837919900736702) - 0.45575758695 0.00302640312605 0.00486730047019
225 15 - (424.236, 464.284, 939.998, 80.248, 0.07, 19.9173654567728) - 0.442549739241 0.00503661034254 0.00827771878341
225 20 - (422.862, 464.149, 932.379, 78.132, 0.05, 19.235362675885547) - 0.449908556153 0.00788413249777 0.00837816194462
225 25 - (417.986, 472.536, 912.228, 74.945, 0.05, 22.949218045247374) - 0.467765692777 0.0121987257202 0.0118895340221
200 5 - (393.542, 412.069, 810.511, 67.477, 0.1, 6.313785080925682) - 0.399834906646 0.00229914516075 0.00302271602614
200 10 - (382.268, 399.918, 414.315, 9.112, 0.05, 9.403460380185043) - 0.39700449865 0.00537065006425 0.00553597942472
200 15 - (378.02, 409.721, 804.731, 65.825, 0.05, 13.614171657066276) - 0.38815547443 0.00831704170578 0.00730512296328
200 20 - (370.881, 401.78, 430.327, 17.113, 0.1, 21.823209981703023) - 0.405556064692 0.0102224470176 0.00869065256119
200 25 - (364.5, 401.784, 443.439, 18.751, 0.1, 23.7488256903182) - 0.403932336135 0.0104463067307 0.0104562470495
175 5 - (341.966, 360.271, 705.702, 56.196, 0.02, 6.796206274765402) - 0.352181333942 0.00217357882758 0.00300294989969
175 10 - (332.432, 359.65, 692.954, 53.986, 0.0, 10.839804877458912) - 0.355991413001 0.0055826008026 0.0031196265281
175 15 - (325.367, 400.429, 1713.388, 226.966, 0.07, 21.91933927138313) - 0.35438415855 0.00608176837523 0.00698551568096
175 20 - (319.258, 356.662, 726.885, 62.081, 0.02, 16.52216766752486) - 0.339694705592 0.00775469686657 0.00783649982395
175 25 - (314.446, 358.473, 694.489, 58.642, 0.05, 18.67300886029046) - 0.345859123011 0.0129548493244 0.00851831894213
150 5 - (292.265, 309.533, 609.43, 50.882, 0.1, 7.581802806611786) - 0.298292971056 0.00244311006747 0.00253629907282
150 10 - (284.274, 301.361, 318.996, 7.992, 0.02, 8.056094959118973) - 0.297923252715 0.00250139961526 0.0043261156129
150 15 - (272.914, 306.109, 600.304, 49.658, 0.05, 14.765693959068086) - 0.304408815643 0.00673261565017 0.00920389660705
150 20 - (263.785, 308.852, 649.438, 60.06, 0.1, 22.168630377981973) - 0.292738232457 0.0097052800044 0.00934117491659
150 25 - (265.137, 309.175, 605.965, 52.226, 0.02, 26.328965987465235) - 0.300828099186 0.0154810090433 0.0152002007882
125 5 - (242.867, 257.853, 514.789, 43.577, 0.1, 4.610901692004726) - 0.249888796214 0.00252197217394 0.00187162981201
125 10 - (234.316, 256.582, 504.962, 41.52, 0.05, 8.768742884855106) - 0.247583936156 0.00523418770451 0.00395054808138
125 15 - (231.132, 254.836, 494.017, 41.32, 0.07, 12.522817763953418) - 0.243002298056 0.0056736292429 0.00815496099689
125 20 - (212.619, 258.272, 537.878, 49.279, 0.05, 19.052377249132974) - 0.249011623075 0.0120577226507 0.00996718475416
125 25 - (201.157, 258.628, 491.776, 44.801, 0.05, 30.042438267485778) - 0.242837362692 0.0148572053825 0.0121782647044
100 5 - (193.023, 204.438, 407.95, 33.647, 0.05, 5.060220566822368) - 0.199452416965 0.00234520493291 0.00179585839731
100 10 - (182.833, 205.767, 408.031, 33.811, 0.02, 10.471525077466538) - 0.198126825021 0.00377137846351 0.00434114992358
100 15 - (179.975, 241.053, 1405.648, 199.355, 0.1, 26.00699703362437) - 0.206909392891 0.00619953720098 0.00851195732433
100 20 - (174.693, 204.43, 427.676, 40.108, 0.07, 17.62719602765781) - 0.209446103445 0.00962308953784 0.00826480354658
100 25 - (162.661, 201.866, 379.182, 34.755, 0.1, 22.309151459442674) - 0.186056853245 0.0118948687851 0.0137715221395
75 5 - (142.736, 154.265, 320.025, 27.135, 0.02, 4.49587649343095) - 0.151703075988 0.00186635848871 0.00294846141162
75 10 - (136.503, 157.39, 336.445, 30.76, 0.07, 9.28955535665876) - 0.144705254021 0.00618151737496 0.00485178731692
75 15 - (124.784, 153.371, 297.755, 28.251, 0.1, 15.744166786559106) - 0.147421567443 0.00519284681974 0.00691789707288
75 20 - (111.235, 156.319, 331.11, 33.981, 0.07, 17.614107776510583) - 0.14554595299 0.0115827021708 0.00994500092028
75 25 - (113.518, 146.069, 180.319, 19.585, 0.05, 22.59746888177556) - 0.137565607194 0.00990379383867 0.0122479447777
50 5 - (90.525, 130.45, 1199.307, 176.588, 0.05, 12.547215240600217) - 0.10261552964 0.00203322893824 0.00259137029953
50 10 - (83.953, 103.121, 215.871, 20.805, 0.1, 6.927925380308593) - 0.0985704939006 0.00481292071391 0.0049634529103
50 15 - (72.38, 100.326, 194.566, 19.316, 0.02, 15.01693372424273) - 0.0911852992664 0.00776741873435 0.00573870969088
50 20 - (71.575, 100.979, 130.559, 14.862, 0.07, 15.709791448686904) - 0.0855734124656 0.00996870997385 0.0123524598257
50 25 - (54.113, 101.253, 209.114, 25.611, 0.02, 18.648442104889813) - 0.084993984636 0.00933699375605 0.0103940781682
25 5 - (42.213, 52.455, 107.913, 10.34, 0.15, 4.222680610465082) - 0.0517292514603 0.00275779737492 0.00257540079772
25 10 - (35.561, 49.925, 110.574, 12.232, 0.02, 8.87148411799794) - 0.0512535966084 0.00466539071382 0.00482470862123
25 15 - (23.197, 48.769, 113.069, 15.968, 0.05, 14.020734907717623) - 0.052115798728 0.00611756772622 0.00654917425812
25 20 - (20.268, 54.574, 82.56, 14.975, 0.05, 17.377909935082272) - 0.0526688584738 0.0113867366552 0.0083110936093
250 5 - (495.061, 514.342, 1010.252, 81.601, 0.05, 7.500023305570283) - 0.502797220909 0.00282932015356 0.00231700364943
250 10 - (482.702, 513.48, 1009.327, 81.829, 0.05, 10.499285912352564) - 0.499708911289 0.00601098204485 0.00581480107694
250 15 - (479.396, 516.581, 986.131, 76.831, 0.02, 11.919870553433894) - 0.500897142343 0.00541638029757 0.0077398610364
250 20 - (465.924, 512.767, 999.078, 80.139, 0.02, 14.458441639649775) - 0.498498809753 0.00772587019989 0.00758575795081
250 25 - (458.673, 518.879, 1085.987, 96.363, 0.07, 24.979502521082978) - 0.513661395636 0.00961491522159 0.011981626409
225 5 - (445.934, 464.438, 908.871, 76.295, 0.12, 6.656487275403087) - 0.448926410199 0.00183961742678 0.0014736859123
225 10 - (437.514, 463.242, 921.183, 75.714, 0.05, 12.138075739512697) - 0.449362381691 0.0048827977782 0.00446921907216
225 15 - (421.964, 462.949, 913.85, 76.322, 0.07, 20.535646486438335) - 0.448144992889 0.00971693937176 0.00758829975369
225 20 - (419.778, 462.18, 906.813, 76.465, 0.1, 17.71670468431321) - 0.441322679109 0.00948163887471 0.00964401273217
225 25 - (414.351, 465.592, 921.718, 80.524, 0.12, 25.772515750644846) - 0.442391546459 0.0111284571886 0.0105119723191
200 5 - (391.198, 411.155, 811.823, 66.918, 0.07, 7.0771759442066) - 0.398695509465 0.00336090626967 0.0021472990033
200 10 - (387.885, 411.751, 794.304, 64.32, 0.07, 11.67730518319194) - 0.407506073959 0.00477044560724 0.00443113317842
200 15 - (377.471, 412.1, 801.823, 65.092, 0.05, 17.523903701285615) - 0.398512018638 0.00776457958717 0.0062228823861
200 20 - (369.119, 410.741, 810.603, 67.928, 0.07, 17.419978344709723) - 0.391371650613 0.0113571384739 0.00849704112212
200 25 - (356.839, 410.862, 767.936, 60.187, 0.0, 24.403899177205087) - 0.395043652325 0.0138341686474 0.0124977854509
175 5 - (341.864, 359.542, 705.5, 56.252, 0.02, 6.352581266302628) - 0.348695754605 0.00173601077587 0.0029743941996
175 10 - (334.436, 350.955, 364.697, 6.792, 0.12, 5.336409822012662) - 0.349532744786 0.00399181415486 0.00411641967657
175 15 - (323.867, 359.236, 676.8, 53.639, 0.05, 13.486378827764465) - 0.353654211375 0.00797289572861 0.0079837015245
175 20 - (322.289, 400.765, 1749.573, 233.053, 0.07, 32.68689997151097) - 0.346372138408 0.012172389623 0.00920775570667
175 25 - (315.267, 354.859, 716.998, 60.815, 0.02, 16.10989851963269) - 0.360445264589 0.0117058388823 0.0114980127149
150 5 - (292.205, 308.291, 612.279, 49.464, 0.02, 5.4029206562321335) - 0.298159175118 0.00267025245276 0.00283325667361
